mof_name,LCD,PLD,LFPD,ASA,AV_VF,AV_cm3g,has_NASA,OMS,Metal_enc,Topology_enc,lig1_length,Metal,Topology,energy_mean,n_h2o
BIYSUZ,0.5937051132406707,1.0447988527807697,0.5797687625758927,0.33549506203730733,0.12549196421504563,-0.2989207086131648,0.0,1,4,0,7.32218204149006,La,Other,-0.9108641000001209,1.0
BIYTOU,0.4598600452329458,0.22589888485204904,0.4724874232463671,0.6744393144820598,0.5162618840794765,0.4241492075247595,0.0,1,5,1,7.32218204149006,Mn,UNKNOWN,-0.6710865575000184,1.0
BOCKOT,-1.0046797466438326,-1.2045051707920484,-1.1617140872845297,0.22263913671108918,0.26317255774240944,-0.3267508942503673,0.0,1,7,0,7.40672380304279,Other,Other,-0.7141748266665976,0.6666666666666666
BOHJOZ,0.2614042960895995,-1.0886436064751828,0.2773880963738243,0.2376055656150177,-0.13367150595411034,-0.6892977873744311,0.0,0,7,0,5.84022966702359,Other,Other,-0.5911970850000898,1.0
BOJCIN,-0.6019430337156956,-0.014674116307185481,-0.5860004343696528,-0.8680155897289605,-0.39485969073396376,-0.11388842399811308,1.0,0,7,3,5.81968274717687,Other,lvt,-0.6001244650002207,1.0
BOKQEZ,0.10921178846152776,-0.45820629274121094,0.1247014735746011,0.3828142415303004,-0.2895745309777443,-0.44128527014956065,0.0,1,5,1,7.16287984697149,Mn,UNKNOWN,-1.0723708325002406,1.0
BOMCOX,-0.39198387344149277,-0.5907366835718945,-0.3760312543570613,0.14509104439196432,-0.3381676816344603,-0.12490526850301527,0.0,1,8,6,11.3629879640568,Zn,pcu,-0.5332383774997425,1.0
BOPHEV,-1.3312090409361366,-1.2864736375038595,-1.3180881520540775,-2.351189663431282,-0.7512094622165539,-0.630694013042922,1.0,0,0,8,14.0932807191447,Cd,sql,-0.6679708949999963,1.0
BOPHIZ,0.03708415198459604,-0.019768216258874417,-0.003092772753903998,0.3496033187277734,0.01818208984812876,-0.1911942475001269,0.0,1,0,1,14.0932807191447,Cd,UNKNOWN,-1.0853097762500568,1.0
BORBEQ,-0.3591091240755079,-0.7982101188236166,-0.3674352200815503,0.1160404073341907,-0.2551543825959025,-0.052834455889383194,0.0,0,7,0,6.31250615369525,Other,Other,-1.0383231050001314,1.0
BOVHEB,-0.4901707495678031,-0.6297655347561174,-0.4772693040769641,-0.062490981982455576,-0.3968844053446601,-0.29992996899800944,0.0,1,8,1,12.8652810940877,Zn,UNKNOWN,-0.6757330266666486,0.6666666666666666
BOWNUY,2.535972647336452,1.9269845296095292,2.547619348434837,0.13259128229150635,1.6622503537337159,1.6837464784684522,1.0,1,2,0,9.33031747863598,Cu,Other,-0.6805446625001252,1.0
BOWRAH,-1.1815635103054403,-0.7220341974609553,-1.165648571793688,-1.1602840737214035,-2.134089541322287,-1.7187188347110522,0.0,1,3,1,8.083,Fe,UNKNOWN,-1.262444062500009,1.0
BOWZUK,0.6091442178364664,1.166019454830753,0.6029973754711632,0.21817438662419772,0.43932272887300877,0.7306808057411238,0.0,1,8,0,16.2596531204089,Zn,Other,-0.7089407424999763,1.0
BOXYIY,-1.2617646144332093,-0.8808136635372487,-1.2477783756761445,-1.7071889980774444,-0.6175782979105828,-0.848607948955623,1.0,0,5,1,3.71323140540068,Mn,UNKNOWN,-0.5026956900001665,1.0
BOYTEQ,-0.940684141048024,-0.3961004356387133,-0.9247577072137527,-1.1726981762757838,-1.5206010142812372,-0.8043386439685587,0.0,0,5,0,9.3311130533055,Mn,Other,-0.6910551237500044,1.0
BOZFIH,-0.4389010493834452,-0.2991279784264322,-0.429903794527971,0.6542908702766338,0.3016421353456439,0.26134121050574904,0.0,1,8,1,15.4962667501104,Zn,UNKNOWN,-0.8118338983330963,1.0
BUBQOE,-1.1805257874864394,-1.0294192908133122,-1.164610799452146,-0.4041228216817319,-0.36853840079490835,-1.4967048869837627,0.0,1,7,1,3.33739817033658,Other,UNKNOWN,0.2829611700000214,1.0
BUCSEY,-1.0632994671835432,-1.1274699728417408,-1.056745041506793,-0.7355631418706502,-0.7228634576668023,-0.6618710156275535,1.0,1,7,0,7.40672380304279,Other,Other,-0.9694003050001925,1.0
BUCWAZ,0.5019791678424547,0.5269769231318808,0.4789323193284152,0.965796711714007,1.13379984034192,0.7506249311664722,0.0,1,0,1,16.8180874704236,Cd,UNKNOWN,-0.7624349049999637,1.0
BUGSAY,-1.084974316734086,-0.6846204351704367,-1.0726381056616237,-0.17329132076604284,-0.39283497612326745,-0.8777494449865281,0.0,1,7,9,8.58546349183654,Other,sra,-0.8252036725000096,1.0
BUGSEC,-1.060163554645675,-0.6529539097433408,-1.0471475826780896,-0.15332408647895682,-0.3260193939702813,-0.786196487337269,0.0,1,7,9,8.58546349183654,Other,sra,-0.4742196249999324,1.0
BUGSIG,-1.0562196268476967,-0.6582998318510314,-1.044047285380559,-0.1582458921316845,-0.3503159692986404,-0.8223803126075145,0.0,1,7,9,8.58546349183654,Other,sra,-0.3326602566665618,0.6666666666666666
BUGSOM,-1.075467443897266,-0.6709192076378216,-1.0627572809914352,-0.16460501254213514,-0.3746125446269984,-0.8501087603609803,0.0,1,7,9,8.58546349183654,Other,sra,-0.9623552924998364,1.0
BUKMUQ,-0.48041384379975344,-0.11977593857935664,-0.5020735410334755,1.350401586620446,1.411185742007345,1.2729311880021865,0.0,1,8,0,7.32218204149006,Zn,Other,-0.9715799425000284,1.0
BUKMUQ01,-0.4243651035752047,-0.30837844233414935,-0.40841402979822355,1.370725012028658,1.3524690182971453,1.24158087297744,0.0,1,8,0,7.32218204149006,Zn,Other,-0.8683117849999888,1.0
BUKRUW01,1.347661855600781,-0.055817987241613035,1.3636974946166658,1.0624674609232017,1.692621072894164,1.078708107167081,0.0,1,8,6,4.59981939514014,Zn,pcu,-0.4521079191666975,1.0
BUKRUW03,1.326895737067862,-0.08529622227824084,1.3429303850763779,1.2532798297054413,1.9619081161168026,1.581959967413314,0.0,1,8,1,4.59981939514014,Zn,UNKNOWN,-0.12908211416680615,1.0
BUKYAJ,-0.8414772815173482,-1.113522718727899,-0.8296150578794477,-0.20654112552903336,-0.564935718032473,0.21638033747932567,0.0,0,7,1,4.73104507577701,Other,UNKNOWN,-0.7293613952175001,0.9565217391304348
BUPVEP,0.47907410762715785,-0.9248132480911718,0.04350962633186001,0.4145667604023804,0.11941782038295558,-0.7489529995494765,1.0,0,7,0,6.033735787486,Other,Other,-0.5371375050000324,1.0
BUQWER,-0.8767234775810654,-0.6832378343765682,-0.8607939913954974,-0.5157534255209449,-0.6945174531170505,-0.4887507963381433,0.0,1,2,0,6.14945683529228,Cu,Other,-0.32970629499999404,1.0
BURQIQ,0.5872786748441851,0.08793758836810428,0.6032780266100334,0.7018149845954667,0.5952257538966417,0.510113945539007,0.0,1,7,1,12.1702745803385,Other,UNKNOWN,-0.6454285949996574,1.0
BUSGOM,-1.710512701298297,-1.2817091958772922,-1.694623005469492,-3.5182702536982084,-2.2110286965287553,-1.6611445509046432,0.0,1,7,1,6.14945683529228,Other,UNKNOWN,-0.8746099775000005,1.0
BUSNAF,0.10979085600023147,0.08419011391823995,0.12576742093924004,-0.7515908965171344,-1.058966083042427,-0.5839560393076652,0.0,0,1,5,12.1203431752923,Co,nbo,-0.4384733500002085,0.5
BUSQEM,-0.7398905422651922,-0.9648359408873203,-0.7301548151859794,-0.7037148901168403,-0.052682921526250016,0.3654945462900682,1.0,0,5,1,13.81446402531,Mn,UNKNOWN,-0.4213261149999994,1.0
BUSQIQ,-1.2304428816195594,-0.9744096882519429,-1.2228711172336164,-0.304694566913561,-1.4173405691357135,-1.0862512412588088,0.0,0,7,1,7.48537294701376,Other,UNKNOWN,-1.1791365174999981,1.0
BUSRUE,0.05042822727299822,0.12994655346687672,0.05978109395566867,0.31875746051193826,-0.08507835529739437,0.08296888835449417,0.0,0,0,6,15.88418652244,Cd,pcu,-0.6625067550000665,1.0
BUVHEH,-0.9667358547953525,-1.0206709217565568,-0.9508106642093205,0.8509524556238003,0.2975927061242512,-0.09213766914886957,0.0,1,7,6,7.40672380304279,Other,pcu,-0.6639604500000473,0.6666666666666666
BUVWOF02,0.08810918377086013,0.06005951831672491,0.1040847140101524,-0.627683095256481,-1.1419793820809854,-0.604939816979392,0.0,0,3,5,12.0505149666278,Fe,nbo,-0.8664636108331459,1.0
BUVWOF03,0.11114162902009476,0.22872693551909432,0.12711825842112662,-0.6497278968177449,-0.9152113456829731,-0.46701560207369774,0.0,0,3,5,12.0505149666278,Fe,nbo,-0.8375816425000835,1.0
BUVXOG,0.001666967272485095,-0.0370043272000288,0.017638372288596257,-0.6960912640291095,-1.0245459346605863,-0.6154430449148076,0.0,0,3,5,12.0505149666278,Fe,nbo,-0.7574628625002333,1.0
BUVYEX,0.0822133839638856,0.1507757037338569,0.09818863284192847,-0.6768638416647675,-1.0022740739429241,-0.5268808317512864,0.0,0,3,5,12.0505149666278,Fe,nbo,-0.7957072625002297,1.0
BUVYIB,1.419173605963413,1.4439779803337227,1.2882715104998617,0.9372538033259594,1.271480433869284,1.807507562439612,0.0,0,3,5,12.0505149666278,Fe,nbo,-0.6280897966665956,1.0
BUVYIB01,1.3989713743651682,1.4691086284019934,1.4150094619903644,0.9849894224839275,1.3808150228468972,1.947573844947925,0.0,0,3,5,12.0505149666278,Fe,nbo,-0.5458779037500676,1.0
BUWMEN,-0.7702809895649814,-0.8976180249890042,-0.7562019266511729,0.824825968212168,0.8037713587983842,0.1665491312682338,0.0,1,4,1,7.171714773364,La,UNKNOWN,-0.698908615000164,0.5
BUWMIR,-0.7839892876558104,-0.9085102281377341,-0.7680553759794875,0.8455064664946286,0.9940945322038589,0.2652821169975995,1.0,1,7,1,7.171714773364,Other,UNKNOWN,-0.6263170150000974,0.5
BUYNAL,-1.1198496743162862,-0.8033513727893696,-1.103931790677059,0.6184146448130975,-0.036485204640677275,0.4577741307179789,0.0,0,8,6,18.5761543442008,Zn,pcu,-0.6665475074998994,1.0
CACBUG,-1.3280333703245106,-1.0115700278975392,-1.312125421694397,-1.0321685202121178,-1.0873120875921787,-0.6813357001155984,0.0,1,8,1,7.52826848726948,Zn,UNKNOWN,-1.0896916433333292,1.0
CADPII,-0.45783241713883155,-0.12312160451988402,-0.4418829404997226,-2.243583654372121,-2.219127554971542,-1.62560313660735,0.0,1,8,1,7.26809201144628,Zn,UNKNOWN,-0.9353963258333616,1.0
CADQAB,-0.08009446771572742,-0.28195492216042567,-0.06412696454504084,0.9274903613374055,0.6539424776068414,0.26377461082873505,0.0,1,7,6,7.50162054847992,Other,pcu,-0.6577814900000618,1.0
CADQOP,-0.04610095904997628,-0.2602469410863143,-0.030131833630166104,0.9357745995016971,0.6944367698207722,0.31875494150273637,0.0,1,7,6,7.51774876067324,Other,pcu,-1.1217330574999806,1.0
CADZIT,-1.4000747737561396,-1.115831972220183,-1.3907730890567915,-1.2505710787209743,-1.0771885145386961,-0.6275840713588641,0.0,0,8,2,10.4436554819088,Zn,dia,-1.0538832809089522,0.9090909090909091
CAGSAG,0.8423782492337072,0.00866959940325627,0.11916070516583162,0.799226134634964,0.9333530938829627,0.7402518205116646,1.0,1,8,6,9.73623952455435,Zn,pcu,-0.6919787375000794,1.0
CAGXIU,-0.43833380153873114,-0.29283969866725623,-0.4296912364042249,-0.5102183946759388,-1.4315135714105893,-1.1828045019873594,0.0,0,7,1,11.4094808115115,Other,UNKNOWN,-1.5051289600000075,1.0
CAHVAJ,-0.9586353416037169,-1.2517315059225085,-0.9427097644423962,-0.25461888943520006,-0.7491847476058576,-1.0607535771286578,0.0,1,7,1,2.79481734975268,Other,UNKNOWN,-1.7053845050000263,1.0
CAJQEL,2.1929744067652526,1.3248399126523263,2.2090503860578288,0.8155717836969049,1.8748453878568512,2.060970615491893,0.0,1,2,0,18.3268518359818,Cu,Other,-0.7811859024998284,1.0
CAJQIP,2.0399722489368126,1.0869196562378416,2.056040926611339,0.9043391298069271,2.1947502963469043,3.1331730982258055,0.0,1,2,0,27.497,Cu,Other,-0.5046726774999115,1.0
CAMROA,0.1563532720818879,-0.4139291727673545,0.17233205908745108,0.2446415522393472,-0.2511049533745099,-0.399731307678183,0.0,1,7,1,7.16287984697149,Other,UNKNOWN,-0.7500096912501135,1.0
CANRIU,0.0717277909655195,-0.49481458649867044,0.08113594107143322,0.6501926149246072,0.3461858567809683,0.7889588650358111,0.0,1,7,0,12.3276543007975,Other,Other,-0.906628884166499,1.0
CANRUG,-0.10933931893130673,-0.19719747400412335,-0.0937581857442633,0.6084495593276651,0.18015925870385166,0.6472916038264575,0.0,1,7,0,12.8267950967632,Other,Other,-0.7613762250000775,1.0
CAPLOX,-0.10145287468053361,0.05561910897615696,-0.08548639078259467,0.8576705688075247,0.682288482156592,0.2855806807797123,0.0,1,7,6,7.37867582689714,Other,pcu,-0.41956575999999757,1.0
CAVNOE,-0.7649434978056936,-0.29971921497624127,-0.7490086772200787,-0.5238305617755378,-1.5064280120063613,-1.2437619192287812,0.0,0,7,7,7.48992650298996,Other,rna,-0.9940421075001211,1.0
CAVRAU,0.4999603877391669,0.5787275194154435,0.5159555724737116,0.6464298965718783,0.7025356282635574,0.5637187085136823,0.0,1,8,1,7.23408851877113,Zn,UNKNOWN,-0.8240339741667336,1.0
CAVREY,0.15222048786285602,0.012740266058322737,0.16138813764780907,0.7485875116409608,0.7045603428742548,0.48350376185232663,0.0,1,8,1,7.27513915276393,Zn,UNKNOWN,-0.8111033349999465,1.0
CAVSUP,-0.36137927509561,0.10290268360895213,-0.3496902584228318,-0.1441163870478653,-0.3827114030697848,-0.5391374533465623,0.0,0,4,1,9.95010450989045,La,UNKNOWN,-1.7829183550000067,1.0
CAVVUS,0.7308842912694549,0.46019284014992795,0.7370280179158517,0.41773993686615,0.6843131967672894,0.293241559046874,0.0,1,8,9,7.78426782054829,Zn,sra,-0.7620027841666493,1.0
CAWDOU,-0.6198008522052867,-0.8810258642095289,-0.6107974762430215,0.19257278195678706,-0.3300688231916751,-0.10979146636266879,0.0,1,2,2,11.1953264036561,Cu,dia,0.30063845000006495,0.5
CAWDOU02,0.067235549616449,-0.19468248684374306,0.08321008371747718,0.7670349929546801,0.41097672432325705,0.6862087971730393,0.0,1,2,2,11.1953264036561,Cu,dia,-0.7132886666666612,0.6666666666666666
CAWVIH,-0.1438315365829638,-0.30817486754311985,-0.13367373488124973,-0.46510693529281316,-0.7552588914379471,-0.4777467257059413,0.0,0,8,1,19.6674052974134,Zn,UNKNOWN,-0.6855104325001093,1.0
CAXSUR,2.023874953662453,0.7000662359135261,2.0399428631366914,0.8573165412441877,1.6177066322983913,2.394659314801689,1.0,0,7,0,9.73623952455435,Other,Other,-0.4974587571428515,1.0
CAXVII,1.6145793909396209,2.1727665820612674,1.6306277678797378,0.3962142084665101,0.7025356282635574,0.2636300370176587,0.0,1,3,1,7.57205830804687,Fe,UNKNOWN,-0.8234126358332835,1.0
CAXVOO,1.6181681615659136,2.174034393917527,1.6342167097704936,0.40525481176556327,0.7025356282635574,0.27040914321474463,0.0,1,3,1,7.57205830804687,Fe,UNKNOWN,-0.685068283333347,0.9333333333333333
CAXVUU,1.536352333170461,2.088984289256515,1.5523969769338368,0.40777758606740727,0.5871268954538552,0.17444405455551565,0.0,1,3,1,7.15846098016026,Fe,UNKNOWN,-0.8400685137500368,1.0
CAXWAB,1.5838253901110053,2.1527716957126564,1.5998722993988308,0.41074842343082774,0.6114234707822144,0.1874471820237068,0.0,1,3,1,7.57205830804687,Fe,UNKNOWN,-0.7779603475000378,1.0
CAXWEF,1.5829533812903203,2.170922185678721,1.5990002489638613,0.41787690372208414,0.6296459022784823,0.19512885069380706,0.0,1,3,1,7.15846098016026,Fe,UNKNOWN,-0.8034953450000195,1.0
CAXWIJ,1.5931508087174924,2.151774011337,1.6091981630359358,0.4133408095307224,0.6681154798817167,0.21201819424049445,0.0,1,3,1,7.75074405147494,Fe,UNKNOWN,-0.949777721250058,1.0
CAYDEN,-0.8694734594306593,-0.2213105464324039,-0.8535436272573999,-0.8962577165384159,-1.0852873729814818,-0.9214137538120281,0.0,0,2,0,10.4210761282684,Cu,Other,-0.9786419825000602,1.0
CAYDUD,-0.8079576290083745,-0.16455922495001116,-0.7920248611569252,-0.8670749136497861,-1.0690896560959098,-0.8937940344183524,0.0,0,2,0,10.4210761282684,Cu,Other,-1.0444957449998498,1.0
CAYMIZ,-0.8466752530963978,-0.5430819489589283,-0.8448669624444212,-0.2761978884674396,-0.8463710489192913,-0.8111465338911085,0.0,0,7,10,11.6445123098125,Other,tsy,-0.8052854050000633,1.0
CAYQAV,-0.38619922890781183,-0.5996539390226758,-0.37024633376671856,0.39913787090646496,0.1315661080471357,-0.3941785455456397,0.0,1,7,1,6.4806743239307,Other,UNKNOWN,0.21975474000009856,0.5
CAYSIE,0.08229798405607525,-0.1605993777635516,0.09827323697143085,-0.8235706414521909,-1.004298788553621,-0.4598113368681905,0.0,0,1,1,15.6992237241768,Co,UNKNOWN,-0.7979945233332728,1.0
CAYSOK,0.11886676138859989,-0.10600798768356111,0.13484375945087637,-0.7830768815260347,-0.9536809232862076,-0.4209248780860654,0.0,0,5,1,15.6992237241768,Mn,UNKNOWN,-1.0387961350002115,1.0
CAYYEG,0.1741642105613333,-0.02699873019761578,0.19014384754621524,-0.7341679196152207,-0.8909147703546146,-0.33451080981067555,0.0,0,5,1,15.6992237241768,Mn,UNKNOWN,-1.085949153750164,1.0
CEBDOD,-0.5425482369616624,-0.06485916117749152,-0.530669282558623,-0.5466721276626454,-1.603614313319795,-1.6287165114161106,0.0,1,7,1,6.97099414955086,Other,UNKNOWN,-1.1023529033332693,1.0
CEDFIC,-0.6313095002248466,-0.18494126532223107,-0.7017504853600379,0.72130492708083,0.5405584594078356,0.03038463889461776,0.0,1,7,6,7.27247837895227,Other,pcu,-0.34843283999992986,0.5
CEGFAW,-1.0314355435702987,-1.113757358894923,-1.0155134406035662,-0.552287479382997,-0.8180250443695395,-1.130943352272426,0.0,1,7,9,5.43811873516084,Other,sra,-0.4678941799999734,1.0
CEGWER,-1.231414980462995,-0.8683944864673667,-1.2240893366090764,-0.8789610825808707,-1.474032578235217,-1.002248815682389,0.0,1,7,0,8.20294944442896,Other,Other,-1.2287131025000235,1.0
CEJCAW,-0.621716248828183,-0.2617883298261165,-0.6057745931058538,0.12524131638808716,-0.056732350747642636,-0.12804196306439017,1.0,1,2,1,6.9917685498234,Cu,UNKNOWN,-0.9379774812500017,1.0
CELZEA,-0.7195894257899613,-0.4399913866161845,-0.7046493844909879,0.003669573457073798,-0.5244414258185424,-0.8660800689933658,0.0,1,7,1,10.2923669487383,Other,UNKNOWN,-1.0729670825000284,1.0
CENJIQ,0.661029606553819,-0.7543945820771705,0.6722217902027662,0.06675199618434204,0.13966496648992094,-0.21609556929672266,1.0,1,2,1,5.71350004991586,Cu,UNKNOWN,-0.11982332750017122,1.0
CENKAJ,0.5573679276172487,-0.6988863149000479,0.5733658519728243,3.9836209583535615e-05,0.2085052632536034,-0.190427727722069,1.0,1,2,1,5.71350004991586,Cu,UNKNOWN,-0.17199753999989298,1.0
CENPUI,-0.28206592939904823,-0.7413839480185003,-0.8373940973474264,-0.11641573354501447,-0.336142967023764,0.130097140189734,0.0,1,7,1,19.6674052974134,Other,UNKNOWN,-0.9548505400000522,1.0
CEQBUV,-0.007711290697211785,-0.4085307600056691,0.008259666766664578,-1.80123978846586,-1.5448975896095951,-1.4286012986220678,0.0,0,8,1,2.79481734975268,Zn,UNKNOWN,-0.9542398356249606,1.0
CETFOX,-0.4255883859478439,-0.12223667090477082,-0.4125279767988923,0.4038339521134025,-0.0749547822439117,-0.4131158954598612,0.0,1,7,10,6.50555340216792,Other,tsy,-0.5495826949999411,1.0
CETFUD,-1.0215208753039244,-0.7085532452601316,-1.005598299186213,-0.18471844285940092,-0.7977778982625742,-0.7396344816501949,0.0,1,7,1,10.0669472915421,Other,UNKNOWN,-1.0553153774999942,1.0
CETGOY,1.224626792469519,1.7382718115713005,1.240656559966659,0.734195871177285,1.2370602854874433,2.2064822050295745,0.0,1,6,0,7.93288578630779,Ni,Other,-0.2175028900001052,1.0
CETHEQ,1.0668053219882123,0.9804687829141813,1.0828275578785185,0.5991866739037847,1.1115279796242583,0.5451956967900577,0.0,1,2,1,6.49504593312856,Cu,UNKNOWN,-1.0208770399999973,0.9333333333333333
CETNUL,-1.1441976692985094,-1.0660030186452094,-1.1390129415077623,-0.28227621767115374,0.03235509212300519,-0.00864396602831249,1.0,0,0,1,8.95665322245374,Cd,UNKNOWN,-1.0556036699999822,1.0
CEYPUT,-0.695852558830699,-0.8988123454460176,-0.747944307600917,-0.21289567308051097,-0.6560478755138172,-0.38861226433776697,0.0,0,1,2,5.81968274717687,Co,dia,-1.113640401428508,0.8571428571428571
CEYPUT01,-0.7312919362803086,-0.9473109881939772,-0.7968193330959459,-0.34034726993861386,-0.5953064371929211,-0.3999006181540739,0.0,0,1,2,5.81968274717687,Co,dia,-1.097550219999992,0.8571428571428571
CIDKUX,0.8922874645081061,1.351928756735301,0.908301372001243,0.4927822907491401,0.8402162217909224,0.48718820240054567,0.0,1,2,0,14.376204990906,Cu,Other,-0.019757952499986672,1.0
CIFDOM,-0.5941051777944262,-0.7596754797163426,-0.5797222010786266,0.6088563127744512,0.21052997786429972,0.4026838668641013,0.0,1,5,6,9.73623952455435,Mn,pcu,-1.2946412175000432,1.0
CIFDUS,-0.33670622849311055,-0.6934166409218125,-0.32075097143117715,0.6508328894649467,0.30974099378843023,0.43757427436395613,0.0,1,5,6,9.73623952455435,Mn,pcu,-1.322034824999946,1.0
CIFJAE,-0.47015715808227143,-0.05999859246831172,-0.45420826960840277,0.2239694194249337,-0.2652779556493852,-0.18658763230939804,0.0,1,5,1,7.23408851877113,Mn,UNKNOWN,-0.713116573333385,0.6666666666666666
CIFMEL,0.5663274589815315,0.25705792530673255,0.5823258109067365,1.2681930987037833,1.808029805703866,1.7837500617516204,0.0,1,1,0,7.26809201144628,Co,Other,-0.8979614624999499,1.0
CIFMIP,0.43811514218961806,0.5882284041508111,0.4541073755255185,0.769760723076431,0.5506820324613183,0.28436200517499,0.0,1,1,0,7.26809201144628,Co,Other,-0.9497140441667208,1.0
CIGFEF,-0.8534083189624726,-0.9925998273020763,-0.8805319148293024,-0.2627479506857479,-0.23490723648893716,-0.712311251331494,0.0,1,7,1,7.16287984697149,Other,UNKNOWN,-0.6749335474999043,1.0
CIJVOH,-0.538232829295884,-0.517043335454136,-0.522708850663836,1.0580582467175639,1.1823929909986373,-0.13245345142931855,0.0,1,0,1,5.59186015540085,Cd,UNKNOWN,-0.3885376499999893,1.0
CIJVOH01,-0.5097591444938109,-0.4938538466578599,-0.49933768760176384,1.1830691997318497,1.2269367124339605,-0.09444216837194386,0.0,1,0,1,5.59186015540085,Cd,UNKNOWN,0.4127685100000065,0.5
CILFIN,0.8242180923836299,0.640561698178723,0.6517142324637781,0.8357017786069807,0.8847599432262456,0.5168428091068732,0.0,0,8,8,7.40672380304279,Zn,sql,-0.7169290225000395,1.0
CIPCUB,-1.0194067619468654,-0.7835473539169663,-1.0170120334938966,-0.0990276943020611,-0.7107151700026232,-1.0095695435209022,0.0,1,7,8,7.24754436776896,Other,sql,-0.9235132900000167,1.0
CISLUN,-0.4928311373938688,-0.3106904611225153,-0.5212510404811788,0.9046826222308122,0.8584386532871914,0.7067838372152433,0.0,1,2,0,6.91302665876604,Cu,Other,-0.6774479608333005,1.0
CIVTEH,-0.6862078176530101,-0.7699192450312277,-0.6702692396180132,0.03731162506145796,-0.2126353757712755,0.04790892163155434,0.0,1,2,1,13.01005895499,Cu,UNKNOWN,-0.43304618000024675,0.5
CIWYUD,0.12112149144932295,-0.40993661523078934,0.1361951687814622,0.14484622764651012,-0.3725878300163021,-0.5791558301632039,0.0,1,1,1,7.2123879804177,Co,UNKNOWN,-0.6495555862499174,1.0
CIXCOC,-0.862311574889592,-0.9753183657919915,-0.8463814009345813,-1.9655149730210206,-2.217102840360845,-1.7706266528668329,0.0,0,1,1,2.06506911046672,Co,UNKNOWN,-0.6995336249999724,1.0
CIYZUG,-1.2344826579929353,-1.0213634879079498,-1.2185702449057223,-2.023223581793305,-1.5995648840984018,-0.9953627233144828,0.0,1,2,8,13.8900226101047,Cu,sql,-0.5558929474999559,1.0
COBWEV,-0.59791327030308,-0.6396748339388344,-0.6124612531226048,-1.816577257839184,-1.1419793820809854,-1.0582052668352147,1.0,1,0,0,10.3599115726513,Cd,Other,-0.5240498349999143,0.5
COCMAJ,0.7963829721888198,1.342546371945106,0.789031444027608,1.1325049211909972,1.8829442462996375,1.505595684022246,0.0,1,7,1,7.32218204149006,Other,UNKNOWN,-0.8667467437501841,1.0
COCMOY,2.5739228452263303,0.446054901178195,2.5900170042624717,0.8348937751952433,2.085415707369291,3.126351157125677,0.0,1,7,0,14.1779939923235,Other,Other,-0.4565696650001314,1.0
CODFEH,-1.6622172816556136,-1.1491208079018207,-1.6463252810573021,-2.159654314562336,-1.091361516813572,-0.9028424736094491,0.0,1,5,1,5.99651190907371,Mn,UNKNOWN,-0.6969964666666518,0.6666666666666666
CODFUX,-1.033151552505896,-1.2509987966865483,-1.0172295314310922,0.06653132225728065,-0.23085780726754454,-0.6478016453757598,0.0,0,7,0,2.79481734975268,Other,Other,-1.088685443749938,1.0
CODMUF,-1.3398851127578495,-1.1790920927266497,-1.336265576330654,-0.46106812093258737,0.06677524050484586,-0.8086652361796196,0.0,1,8,1,2.72565586763851,Zn,UNKNOWN,-0.8506825225000227,1.0
CODNAM,-1.1478926663320164,-0.7979408296888274,-1.162665065169,0.3219966430725491,0.26317255774240944,-0.6412010969100665,0.0,0,8,1,2.72565586763851,Zn,UNKNOWN,-0.9802638400000205,1.0
CODROD,-1.2930420767352262,-0.8964809627625983,-1.2771324582393766,-0.708724647100553,-0.7552588914379471,-1.1457383306418263,0.0,1,7,1,3.71323140540068,Other,UNKNOWN,-1.1187628875000115,1.0
CODRUJ,-1.3005521164804879,-0.9263180796958063,-1.2849927304586617,-0.7399601095755313,-0.8342227612551117,-1.1908853224022344,0.0,1,7,1,3.71323140540068,Other,UNKNOWN,-1.0799991574999694,1.0
COJGEO,-0.18219789444628884,-0.12799281759703007,-0.39612653166179185,0.89551117552951,0.7450546350881856,0.6212007410785295,0.0,1,7,1,7.40672380304279,Other,UNKNOWN,-0.8415765658334445,1.0
COJHIT,1.1841256128123157,1.7202008587293023,1.2001534474991697,0.5877997329545047,1.3848644520682898,1.7935995275247292,0.0,0,1,0,8.98979679964812,Co,Other,-0.8360074749998887,1.0
COKFAK,-0.7569475671415558,-1.1463382074797515,-0.7414350353575534,-0.6487044974372482,-0.9759527840038693,-0.25895175218664596,1.0,1,1,1,15.6637723267482,Co,UNKNOWN,0.1488924650001308,0.5
COKMEW,1.5882580272962408,2.198461618005459,1.6038602248190772,0.38769940912508166,0.7673264958058472,0.26122550828236857,0.0,1,3,1,7.57205830804687,Fe,UNKNOWN,-0.8183559849999824,1.0
COKMIA,1.577624094059232,2.155397643649331,1.5936707074068184,0.38903541257854085,0.7288569182026128,0.17495496554888143,0.0,1,1,1,7.57205830804687,Co,UNKNOWN,-0.7661672400000535,1.0
COKMOG,1.5629170054348538,2.1237500818504924,1.5724956442951732,0.3791979450113313,0.688362625988682,-0.10599883708551228,0.0,1,2,1,7.57205830804687,Cu,UNKNOWN,-0.6329645350000135,1.0
COKMUM,1.6670143610053691,2.2145432214095635,1.6830175315054285,0.40077074787163586,0.8523645094551013,0.4267317173796606,0.0,1,5,1,7.57205830804687,Mn,UNKNOWN,-0.7991408212499209,1.0
