name,natoms
CAVNOE_w_CO2_H2O_random_1,110
CAVNOE_w_CO2_H2O_random_2,110
CUQXUI_w_CO2_H2O_random_1,234
CUQXUI_w_CO2_H2O_random_2,234
ATICAH_w_H2O_1,111
ATICAH_w_H2O_2,111
BUVYIB_w_H2O_1,156
BUVYIB_w_H2O_2,156
CAVNOE_w_H2O_1,107
CAVNOE_w_H2O_2,107
CODFEH_w_H2O_1,59
CODFEH_w_H2O_2,59
CUQXUI_w_H2O_1,231
CUQXUI_w_H2O_2,231
ATICAH_w_H2O_random_1,111
ATICAH_w_H2O_random_2,111
BUVYIB_w_H2O_random_1,156
BUVYIB_w_H2O_random_2,156
CAVNOE_w_H2O_random_1,107
CAVNOE_w_H2O_random_2,107
CODFEH_w_H2O_random_1,59
CODFEH_w_H2O_random_2,59
CUQXUI_w_H2O_random_1,231
CUQXUI_w_H2O_random_2,231
AMILUE_0.08_1_w_CO2_2H2O_1,269
AMILUE_0.08_1_w_CO2_2H2O_2,269
AMILUE_0.08_1_w_CO2_2H2O_3,269
AMILUE_0.08_1_w_CO2_2H2O_4,269
AMILUE_0.08_1_w_CO2_2H2O_5,269
AMILUE_0.08_1_w_CO2_2H2O_6,269
AMILUE_0.08_1_w_CO2_1,263
AMILUE_0.08_1_w_CO2_2,263
AMILUE_0.08_1_w_CO2_3,263
AMILUE_0.08_1_w_CO2_4,263
AMILUE_0.08_1_w_CO2_5,263
AMILUE_0.08_1_w_CO2_random_1,263
AMILUE_0.08_1_w_CO2_random_2,263
AMILUE_0.08_1_w_CO2_H2O_1,266
AMILUE_0.08_1_w_CO2_H2O_2,266
AMILUE_0.08_1_w_CO2_H2O_3,266
AMILUE_0.08_1_w_CO2_H2O_4,266
AMILUE_0.08_1_w_CO2_H2O_5,266
AMILUE_0.08_1_w_CO2_H2O_6,266
AMILUE_0.08_1_w_CO2_H2O_7,266
AMILUE_0.08_1_w_CO2_H2O_random_1,266
AMILUE_0.08_1_w_CO2_H2O_random_2,266
AMILUE_0.08_1_w_H2O_1,263
AMILUE_0.08_1_w_H2O_2,263
AMILUE_0.08_1_w_H2O_3,263
AMILUE_0.08_1_w_H2O_random_1,263
AMILUE_0.08_1_w_H2O_random_2,263
ALEQIT_w_CO2_1,153
ALEQIT_w_CO2_2,153
ALEQIT_w_CO2_3,153
ALEQIT_w_CO2_4,153
AMIWOJ_w_CO2_1,131
AMIWOJ_w_CO2_2,131
AMIWOJ_w_CO2_3,131
AMIWOJ_w_CO2_4,131
AMIWOJ_w_CO2_5,131
AMIWOJ_w_CO2_6,131
CUBHOY_w_CO2_1,339
CUBHOY_w_CO2_2,339
CUBHOY_w_CO2_3,339
CUBHOY_w_CO2_4,339
CUMLUT_w_CO2_1,79
CUMLUT_w_CO2_2,79
CUMLUT_w_CO2_3,79
CUMLUT_w_CO2_4,79
CUZBUW_w_CO2_1,43
CUZBUW_w_CO2_2,43
CUZBUW_w_CO2_3,43
CUZBUW_w_CO2_4,43
DONNIE_w_CO2_1,75
DONNIE_w_CO2_2,75
DONNIE_w_CO2_3,75
DONNIE_w_CO2_4,75
ALEQIT_w_CO2_random_1,153
ALEQIT_w_CO2_random_2,153
AMIWOJ_w_CO2_random_1,131
AMIWOJ_w_CO2_random_2,131
CUBHOY_w_CO2_random_1,339
CUBHOY_w_CO2_random_2,339
CUMLUT_w_CO2_random_1,79
CUMLUT_w_CO2_random_2,79
CUZBUW_w_CO2_random_1,43
CUZBUW_w_CO2_random_2,43
DONNIE_w_CO2_random_1,75
DONNIE_w_CO2_random_2,75
ALEQIT_w_CO2_2H2O_1,159
ALEQIT_w_CO2_2H2O_2,159
ALEQIT_w_CO2_2H2O_3,159
ALEQIT_w_CO2_2H2O_4,159
AMIWOJ_w_CO2_2H2O_1,137
AMIWOJ_w_CO2_2H2O_2,137
AMIWOJ_w_CO2_2H2O_3,137
CUBHOY_w_CO2_2H2O_1,345
CUBHOY_w_CO2_2H2O_2,345
CUBHOY_w_CO2_2H2O_3,345
CUBHOY_w_CO2_2H2O_4,345
CUMLUT_w_CO2_2H2O_1,85
CUMLUT_w_CO2_2H2O_2,85
CUMLUT_w_CO2_2H2O_3,85
CUZBUW_w_CO2_2H2O_1,89
CUZBUW_w_CO2_2H2O_2,89
DONNIE_w_CO2_2H2O_1,81
DONNIE_w_CO2_2H2O_2,81
DONNIE_w_CO2_2H2O_3,81
DONNIE_w_CO2_2H2O_4,81
ALEQIT_w_CO2_H2O_2,156
ALEQIT_w_CO2_H2O_3,156
ALEQIT_w_CO2_H2O_4,156
ALEQIT_w_CO2_H2O_5,156
ALEQIT_w_CO2_H2O_6,156
AMIWOJ_w_CO2_H2O_1,134
AMIWOJ_w_CO2_H2O_2,134
AMIWOJ_w_CO2_H2O_3,134
AMIWOJ_w_CO2_H2O_4,134
AMIWOJ_w_CO2_H2O_5,134
CUBHOY_w_CO2_H2O_1,342
CUBHOY_w_CO2_H2O_2,342
CUBHOY_w_CO2_H2O_3,342
CUBHOY_w_CO2_H2O_4,342
CUBHOY_w_CO2_H2O_5,342
CUBHOY_w_CO2_H2O_6,342
CUMLUT_w_CO2_H2O_1,82
CUMLUT_w_CO2_H2O_2,82
CUMLUT_w_CO2_H2O_3,82
CUMLUT_w_CO2_H2O_4,82
CUZBUW_w_CO2_H2O_1,86
CUZBUW_w_CO2_H2O_2,86
CUZBUW_w_CO2_H2O_3,86
CUZBUW_w_CO2_H2O_4,86
CUZBUW_w_CO2_H2O_5,86
CUZBUW_w_CO2_H2O_6,86
CUZBUW_w_CO2_H2O_7,86
DONNIE_w_CO2_H2O_1,78
DONNIE_w_CO2_H2O_2,78
DONNIE_w_CO2_H2O_3,78
DONNIE_w_CO2_H2O_4,78
ALEQIT_w_CO2_H2O_random_1,156
ALEQIT_w_CO2_H2O_random_2,156
CUBHOY_w_CO2_H2O_random_1,342
CUBHOY_w_CO2_H2O_random_2,342
CUMLUT_w_CO2_H2O_random_1,82
CUMLUT_w_CO2_H2O_random_2,82
DONNIE_w_CO2_H2O_random_1,78
DONNIE_w_CO2_H2O_random_2,78
ALEQIT_w_H2O_1,153
ALEQIT_w_H2O_2,153
ALEQIT_w_H2O_3,153
AMIWOJ_w_H2O_1,131
AMIWOJ_w_H2O_2,131
AMIWOJ_w_H2O_3,131
CUBHOY_w_H2O_1,339
CUBHOY_w_H2O_2,339
CUMLUT_w_H2O_1,79
CUMLUT_w_H2O_2,79
CUMLUT_w_H2O_3,79
CUZBUW_w_H2O_1,43
CUZBUW_w_H2O_2,43
DONNIE_w_H2O_1,75
DONNIE_w_H2O_2,75
ALEQIT_w_H2O_random_1,153
ALEQIT_w_H2O_random_2,153
AMIWOJ_w_H2O_random_1,131
AMIWOJ_w_H2O_random_2,131
CUBHOY_w_H2O_random_1,339
CUBHOY_w_H2O_random_2,339
CUMLUT_w_H2O_random_1,79
CUMLUT_w_H2O_random_2,79
CUZBUW_w_H2O_random_1,43
CUZBUW_w_H2O_random_2,43
DONNIE_w_H2O_random_1,75
DONNIE_w_H2O_random_2,75
ALIXUP_w_CO2_1,163
ALIXUP_w_CO2_2,163
ALIXUP_w_CO2_3,163
DOKHIV_w_CO2_1,127
DOKHIV_w_CO2_2,127
DOKHIV_w_CO2_3,127
DOKHIV_w_CO2_4,127
DOKHIV_w_CO2_5,127
ALIXUP_w_CO2_random_1,163
ALIXUP_w_CO2_random_2,163
DOKHIV_w_CO2_random_1,127
DOKHIV_w_CO2_random_2,127
ALIXUP_w_CO2_2H2O_1,169
ALIXUP_w_CO2_2H2O_2,169
ALIXUP_w_CO2_2H2O_3,169
ALIXUP_w_CO2_2H2O_4,169
ALIXUP_w_CO2_2H2O_5,329
DOKHIV_w_CO2_2H2O_1,133
DOKHIV_w_CO2_2H2O_2,133
ALIXUP_w_CO2_2H2O_random_1,169
ALIXUP_w_CO2_2H2O_random_2,169
ALIXUP_w_CO2_H2O_1,166
ALIXUP_w_CO2_H2O_2,166
ALIXUP_w_CO2_H2O_3,166
ALIXUP_w_CO2_H2O_4,166
ALIXUP_w_CO2_H2O_5,166
ALIXUP_w_CO2_H2O_6,166
ALIXUP_w_CO2_H2O_7,166
DOKHIV_w_CO2_H2O_1,130
DOKHIV_w_CO2_H2O_2,130
DOKHIV_w_CO2_H2O_3,130
DOKHIV_w_CO2_H2O_4,130
DOKHIV_w_CO2_H2O_5,130
DOKHIV_w_CO2_H2O_6,130
ALIXUP_w_CO2_H2O_random_1,166
ALIXUP_w_CO2_H2O_random_2,166
DOKHIV_w_CO2_H2O_random_1,130
DOKHIV_w_CO2_H2O_random_2,130
ALIXUP_w_H2O_1,163
ALIXUP_w_H2O_2,163
DOKHIV_w_H2O_1,127
DOKHIV_w_H2O_2,127
DOKHIV_w_H2O_3,127
ALIXUP_w_H2O_random_1,163
ALIXUP_w_H2O_random_2,163
DOKHIV_w_H2O_random_1,127
DOKHIV_w_H2O_random_2,127
CAXVUU_0.16_0_w_CO2_2H2O_1,116
CAXVUU_0.16_0_w_CO2_2H2O_2,116
CAXVUU_0.16_0_w_CO2_2H2O_3,116
CAXVUU_0.16_0_w_CO2_2H2O_4,116
CAXVUU_0.16_0_w_CO2_2H2O_5,116
CAXVUU_0.16_0_w_CO2_2H2O_6,116
CAXVUU_0.16_0_w_CO2_2H2O_random_1,116
CAXVUU_0.16_0_w_CO2_2H2O_random_2,223
CAXVUU_0.16_0_w_CO2_1,110
CAXVUU_0.16_0_w_CO2_2,110
CAXVUU_0.16_0_w_CO2_3,110
CAXVUU_0.16_0_w_CO2_random_1,110
CAXVUU_0.16_0_w_CO2_random_2,110
CAXVUU_0.16_0_w_CO2_H2O_1,113
CAXVUU_0.16_0_w_CO2_H2O_2,113
CAXVUU_0.16_0_w_CO2_H2O_3,113
CAXVUU_0.16_0_w_CO2_H2O_4,113
CAXVUU_0.16_0_w_CO2_H2O_5,113
CAXVUU_0.16_0_w_CO2_H2O_6,113
CAXVUU_0.16_0_w_CO2_H2O_random_1,113
CAXVUU_0.16_0_w_CO2_H2O_random_2,113
CAXVUU_0.16_0_w_H2O_1,110
CAXVUU_0.16_0_w_H2O_2,110
CAXVUU_0.16_0_w_H2O_random_1,110
CAXVUU_0.16_0_w_H2O_random_2,110
ATAYAX_w_CO2_1,267
ATAYAX_w_CO2_2,267
ATAYAX_w_CO2_3,267
ATAYAX_w_CO2_4,267
ATAYAX_w_CO2_random_1,267
ATAYAX_w_CO2_random_2,267
ATAYAX_w_CO2_2H2O_1,273
ATAYAX_w_CO2_2H2O_2,273
ATAYAX_w_CO2_2H2O_3,273
ATAYAX_w_CO2_2H2O_4,273
ATAYAX_w_CO2_2H2O_5,273
ATAYAX_w_CO2_H2O_1,270
ATAYAX_w_CO2_H2O_2,270
ATAYAX_w_CO2_H2O_3,270
ATAYAX_w_CO2_H2O_4,270
ATAYAX_w_CO2_H2O_5,270
ATAYAX_w_CO2_H2O_6,270
ATAYAX_w_H2O_1,267
ATAYAX_w_H2O_2,267
ATAYAX_w_H2O_random_1,267
ATAYAX_w_H2O_random_2,267
BUKRUW03_0.04_1_w_CO2_2H2O_1,250
BUKRUW03_0.04_1_w_CO2_2H2O_2,250
BUKRUW03_0.04_1_w_CO2_2H2O_3,250
BUKRUW03_0.04_1_w_CO2_2H2O_4,250
CUIMDZ01_clean_h_0.04_0_w_CO2_2H2O_1,407
CUIMDZ01_clean_h_0.04_0_w_CO2_2H2O_2,407
CUIMDZ01_clean_h_0.04_0_w_CO2_2H2O_3,407
CUIMDZ01_clean_h_0.04_0_w_CO2_2H2O_4,407
CUIMDZ01_clean_h_0.04_0_w_CO2_2H2O_random_1,407
BUKRUW03_0.04_1_w_CO2_1,244
BUKRUW03_0.04_1_w_CO2_2,244
BUKRUW03_0.04_1_w_CO2_3,244
CUIMDZ01_clean_h_0.04_0_w_CO2_1,202
CUIMDZ01_clean_h_0.04_0_w_CO2_2,202
CUIMDZ01_clean_h_0.04_0_w_CO2_3,202
CUIMDZ01_clean_h_0.04_0_w_CO2_4,202
CUIMDZ01_clean_h_0.04_0_w_CO2_5,202
BUKRUW03_0.04_1_w_CO2_random_1,244
BUKRUW03_0.04_1_w_CO2_random_2,244
CUIMDZ01_clean_h_0.04_0_w_CO2_random_1,202
CUIMDZ01_clean_h_0.04_0_w_CO2_random_2,202
BUKRUW03_0.04_1_w_CO2_H2O_1,247
BUKRUW03_0.04_1_w_CO2_H2O_2,247
BUKRUW03_0.04_1_w_CO2_H2O_3,247
BUKRUW03_0.04_1_w_CO2_H2O_4,247
CUIMDZ01_clean_h_0.04_0_w_CO2_H2O_1,404
CUIMDZ01_clean_h_0.04_0_w_CO2_H2O_2,404
CUIMDZ01_clean_h_0.04_0_w_CO2_H2O_3,205
CUIMDZ01_clean_h_0.04_0_w_CO2_H2O_4,205
CUIMDZ01_clean_h_0.04_0_w_CO2_H2O_5,404
BUKRUW03_0.04_1_w_CO2_H2O_random_1,247
BUKRUW03_0.04_1_w_CO2_H2O_random_2,247
CUIMDZ01_clean_h_0.04_0_w_CO2_H2O_random_1,404
CUIMDZ01_clean_h_0.04_0_w_CO2_H2O_random_2,404
BUKRUW03_0.04_1_w_H2O_1,244
BUKRUW03_0.04_1_w_H2O_2,244
CUIMDZ01_clean_h_0.04_0_w_H2O_1,202
CUIMDZ01_clean_h_0.04_0_w_H2O_2,202
CUIMDZ01_clean_h_0.04_0_w_H2O_3,202
BUKRUW03_0.04_1_w_H2O_random_1,244
BUKRUW03_0.04_1_w_H2O_random_2,244
CUIMDZ01_clean_h_0.04_0_w_H2O_random_1,202
CUIMDZ01_clean_h_0.04_0_w_H2O_random_2,202
AMUXAI_w_CO2_1,177
AMUXAI_w_CO2_2,177
AMUXAI_w_CO2_3,177
BIQHEQ_w_CO2_1,181
BIQHEQ_w_CO2_2,181
BIQHEQ_w_CO2_3,181
BIQHEQ_w_CO2_4,181
BIQHEQ_w_CO2_5,181
COKMEW_w_CO2_1,165
COKMEW_w_CO2_2,165
COKMEW_w_CO2_3,165
AMUXAI_w_CO2_random_1,177
AMUXAI_w_CO2_random_2,177
BIQHEQ_w_CO2_random_1,181
BIQHEQ_w_CO2_random_2,181
COKMEW_w_CO2_random_1,165
COKMEW_w_CO2_random_2,165
AMUXAI_w_CO2_2H2O_1,183
AMUXAI_w_CO2_2H2O_2,183
AMUXAI_w_CO2_2H2O_3,183
AMUXAI_w_CO2_2H2O_4,183
AMUXAI_w_CO2_2H2O_5,183
AMUXAI_w_CO2_2H2O_6,183
BIQHEQ_w_CO2_2H2O_1,187
BIQHEQ_w_CO2_2H2O_2,187
COKMEW_w_CO2_2H2O_1,171
COKMEW_w_CO2_2H2O_2,171
COKMEW_w_CO2_2H2O_3,171
COKMEW_w_CO2_2H2O_4,171
AMUXAI_w_CO2_2H2O_random_1,183
AMUXAI_w_CO2_2H2O_random_2,183
AMUXAI_w_CO2_H2O_1,180
AMUXAI_w_CO2_H2O_2,180
AMUXAI_w_CO2_H2O_3,180
AMUXAI_w_CO2_H2O_4,180
AMUXAI_w_CO2_H2O_5,180
AMUXAI_w_CO2_H2O_6,180
BIQHEQ_w_CO2_H2O_1,184
BIQHEQ_w_CO2_H2O_2,184
BIQHEQ_w_CO2_H2O_3,184
BIQHEQ_w_CO2_H2O_4,184
BIQHEQ_w_CO2_H2O_5,184
BIQHEQ_w_CO2_H2O_6,184
BIQHEQ_w_CO2_H2O_7,184
COKMEW_w_CO2_H2O_1,168
COKMEW_w_CO2_H2O_2,168
COKMEW_w_CO2_H2O_3,168
COKMEW_w_CO2_H2O_4,168
COKMEW_w_CO2_H2O_5,168
AMUXAI_w_CO2_H2O_random_1,180
AMUXAI_w_CO2_H2O_random_2,180
AMUXAI_w_H2O_1,177
AMUXAI_w_H2O_2,177
BIQHEQ_w_H2O_1,181
BIQHEQ_w_H2O_2,181
BIQHEQ_w_H2O_3,181
COKMEW_w_H2O_1,165
COKMEW_w_H2O_2,165
AMUXAI_w_H2O_random_1,177
AMUXAI_w_H2O_random_2,177
BIQHEQ_w_H2O_random_1,181
BIQHEQ_w_H2O_random_2,181
COKMEW_w_H2O_random_2,165
BUKRUW01_0.04_1_w_CO2_2H2O_1,278
BUKRUW01_0.04_1_w_CO2_2H2O_2,278
BUKRUW01_0.04_1_w_CO2_2H2O_3,278
BUKRUW01_0.04_1_w_CO2_1,272
BUKRUW01_0.04_1_w_CO2_2,272
BUKRUW01_0.04_1_w_CO2_random_1,272
BUKRUW01_0.04_1_w_CO2_random_2,272
BUKRUW01_0.04_1_w_CO2_H2O_1,275
BUKRUW01_0.04_1_w_CO2_H2O_2,275
BUKRUW01_0.04_1_w_CO2_H2O_3,275
BUKRUW01_0.04_1_w_CO2_H2O_4,275
BUKRUW01_0.04_1_w_CO2_H2O_random_1,275
BUKRUW01_0.04_1_w_CO2_H2O_random_2,275
BUKRUW01_0.04_1_w_H2O_1,272
BUKRUW01_0.04_1_w_H2O_2,272
BUKRUW01_0.04_1_w_H2O_random_1,272
BUKRUW01_0.04_1_w_H2O_random_2,272
ANUGIA_w_CO2_1,159
ANUGIA_w_CO2_2,159
ANUGIA_w_CO2_3,159
ANUGIA_w_CO2_random_1,159
ANUGIA_w_CO2_random_2,159
ANUGIA_w_CO2_2H2O_1,165
ANUGIA_w_CO2_2H2O_2,165
ANUGIA_w_CO2_2H2O_3,165
ANUGIA_w_CO2_2H2O_4,165
ANUGIA_w_CO2_2H2O_5,165
ANUGIA_w_CO2_2H2O_6,165
ANUGIA_w_CO2_H2O_1,162
ANUGIA_w_CO2_H2O_2,162
ANUGIA_w_CO2_H2O_3,162
ANUGIA_w_CO2_H2O_4,162
ANUGIA_w_CO2_H2O_5,162
ANUGIA_w_CO2_H2O_6,162
ANUGIA_w_CO2_H2O_random_1,162
ANUGIA_w_CO2_H2O_random_2,162
ANUGIA_w_H2O_1,159
ANUGIA_w_H2O_2,159
ANUGIA_w_H2O_random_1,159
ANUGIA_w_H2O_random_2,159
DAPBIH_neutral_0.12_0_w_CO2_2H2O_1,162
DAPBIH_neutral_0.12_0_w_CO2_2H2O_2,162
DAPBIH_neutral_0.12_0_w_CO2_2H2O_3,162
DAPBIH_neutral_0.12_0_w_CO2_2H2O_4,162
DAPBIH_neutral_0.12_0_w_CO2_2H2O_5,162
DAPBIH_neutral_0.12_0_w_CO2_1,156
DAPBIH_neutral_0.12_0_w_CO2_2,156
DAPBIH_neutral_0.12_0_w_CO2_3,156
DAPBIH_neutral_0.12_0_w_CO2_4,156
DAPBIH_neutral_0.12_0_w_CO2_random_1,156
DAPBIH_neutral_0.12_0_w_CO2_random_2,156
DAPBIH_neutral_0.12_0_w_CO2_H2O_1,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_2,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_3,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_4,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_5,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_6,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_7,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_8,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_9,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_random_1,159
DAPBIH_neutral_0.12_0_w_CO2_H2O_random_2,159
DAPBIH_neutral_0.12_0_w_H2O_1,156
DAPBIH_neutral_0.12_0_w_H2O_2,156
DAPBIH_neutral_0.12_0_w_H2O_3,156
DAPBIH_neutral_0.12_0_w_H2O_random_1,156
DAPBIH_neutral_0.12_0_w_H2O_random_2,156
DOYBEA_w_CO2_1,55
DOYBEA_w_CO2_2,55
DOYBEA_w_CO2_3,55
DOYBEA_w_CO2_4,55
DOYBEA_w_CO2_random_1,55
DOYBEA_w_CO2_random_2,55
DOYBEA_w_CO2_2H2O_1,61
DOYBEA_w_CO2_2H2O_2,113
DOYBEA_w_CO2_H2O_1,58
DOYBEA_w_CO2_H2O_2,58
DOYBEA_w_CO2_H2O_3,58
DOYBEA_w_CO2_H2O_4,58
DOYBEA_w_CO2_H2O_random_1,58
DOYBEA_w_CO2_H2O_random_2,58
DOYBEA_w_H2O_1,55
DOYBEA_w_H2O_2,55
DOYBEA_w_H2O_random_1,55
DOYBEA_w_H2O_random_2,55
BOYTEQ_0.06_0_w_CO2_2H2O_1,369
BOYTEQ_0.06_0_w_CO2_2H2O_2,369
BOYTEQ_0.06_0_w_CO2_2H2O_3,369
BOYTEQ_0.06_0_w_CO2_2H2O_4,369
BOYTEQ_0.06_0_w_CO2_2H2O_5,369
BOYTEQ_0.06_0_w_CO2_1,363
BOYTEQ_0.06_0_w_CO2_3,363
BOYTEQ_0.06_0_w_CO2_4,363
BOYTEQ_0.06_0_w_CO2_5,363
BOYTEQ_0.06_0_w_CO2_random_1,363
BOYTEQ_0.06_0_w_CO2_random_2,363
BOYTEQ_0.06_0_w_CO2_H2O_1,366
BOYTEQ_0.06_0_w_CO2_H2O_2,366
BOYTEQ_0.06_0_w_CO2_H2O_3,366
BOYTEQ_0.06_0_w_CO2_H2O_4,366
BOYTEQ_0.06_0_w_CO2_H2O_5,366
BOYTEQ_0.06_0_w_CO2_H2O_6,366
BOYTEQ_0.06_0_w_CO2_H2O_random_1,366
BOYTEQ_0.06_0_w_CO2_H2O_random_2,366
BOYTEQ_0.06_0_w_H2O_2,363
BOYTEQ_0.06_0_w_H2O_3,363
BOYTEQ_0.06_0_w_H2O_random_1,363
BOYTEQ_0.06_0_w_H2O_random_2,363
AJOVEB_w_CO2_1,249
AJOVEB_w_CO2_2,249
AJOVEB_w_CO2_3,249
AJOVEB_w_CO2_4,249
AJOVEB_w_CO2_5,249
ALULID_w_CO2_1,175
ALULID_w_CO2_2,175
ALULID_w_CO2_3,175
ASEKAM_w_CO2_1,107
BELVEV_charged_w_CO2_1,225
BELVEV_charged_w_CO2_2,225
BELVEV_charged_w_CO2_3,225
BELVEV_charged_w_CO2_4,225
BOKQEZ_w_CO2_2,181
BOKQEZ_w_CO2_3,181
BOKQEZ_w_CO2_4,181
BUYNAL_charged_w_CO2_1,150
BUYNAL_charged_w_CO2_2,150
BUYNAL_charged_w_CO2_3,150
BUYNAL_charged_w_CO2_4,150
CAPLOX_w_CO2_1,69
CAPLOX_w_CO2_2,69
CAPLOX_w_CO2_3,69
CAPLOX_w_CO2_4,69
DANZAV_charged_w_CO2_1,435
DANZAV_charged_w_CO2_2,435
DANZAV_charged_w_CO2_3,435
DANZAV_charged_w_CO2_4,435
DAPYAW_w_CO2_1,397
DAPYAW_w_CO2_2,397
DAPYAW_w_CO2_3,397
DAPYAW_w_CO2_4,397
DAPYAW_w_CO2_5,397
DAWDAI_w_CO2_1,213
DAWDAI_w_CO2_2,213
DAWDAI_w_CO2_3,213
DAWDAI_w_CO2_4,213
DAWDAI_w_CO2_5,213
AJOVEB_w_CO2_random_1,249
AJOVEB_w_CO2_random_2,249
ALULID_w_CO2_random_2,175
ASEKAM_w_CO2_random_1,107
ASEKAM_w_CO2_random_2,107
BELVEV_charged_w_CO2_random_1,225
BELVEV_charged_w_CO2_random_2,225
BOKQEZ_w_CO2_random_1,181
BOKQEZ_w_CO2_random_2,181
BUYNAL_charged_w_CO2_random_1,150
BUYNAL_charged_w_CO2_random_2,150
CAPLOX_w_CO2_random_1,69
CAPLOX_w_CO2_random_2,69
DANZAV_charged_w_CO2_random_1,435
DANZAV_charged_w_CO2_random_2,435
DAPYAW_w_CO2_random_1,397
DAPYAW_w_CO2_random_2,397
DAWDAI_w_CO2_random_1,213
DAWDAI_w_CO2_random_2,213
AJOVEB_w_CO2_2H2O_1,255
AJOVEB_w_CO2_2H2O_2,255
AJOVEB_w_CO2_2H2O_3,255
AJOVEB_w_CO2_2H2O_4,255
AJOVEB_w_CO2_2H2O_5,255
AJOVEB_w_CO2_2H2O_6,255
ALULID_w_CO2_2H2O_1,181
ALULID_w_CO2_2H2O_2,181
ASEKAM_w_CO2_2H2O_1,217
ASEKAM_w_CO2_2H2O_2,217
BELVEV_charged_w_CO2_2H2O_1,231
BELVEV_charged_w_CO2_2H2O_2,231
BELVEV_charged_w_CO2_2H2O_3,231
BELVEV_charged_w_CO2_2H2O_4,231
BELVEV_charged_w_CO2_2H2O_5,231
BOKQEZ_w_CO2_2H2O_1,187
BOKQEZ_w_CO2_2H2O_3,187
BOKQEZ_w_CO2_2H2O_4,187
BUYNAL_charged_w_CO2_2H2O_1,156
BUYNAL_charged_w_CO2_2H2O_2,156
BUYNAL_charged_w_CO2_2H2O_3,156
BUYNAL_charged_w_CO2_2H2O_4,156
BUYNAL_charged_w_CO2_2H2O_5,156
BUYNAL_charged_w_CO2_2H2O_6,156
CAPLOX_w_CO2_2H2O_1,75
CAPLOX_w_CO2_2H2O_2,75
CAPLOX_w_CO2_2H2O_3,75
CAPLOX_w_CO2_2H2O_4,75
DANZAV_charged_w_CO2_2H2O_1,441
DANZAV_charged_w_CO2_2H2O_2,441
DANZAV_charged_w_CO2_2H2O_4,441
DANZAV_charged_w_CO2_2H2O_5,441
DANZAV_charged_w_CO2_2H2O_6,441
DANZAV_charged_w_CO2_2H2O_7,441
DANZAV_charged_w_CO2_2H2O_8,441
DAPYAW_w_CO2_2H2O_1,403
DAPYAW_w_CO2_2H2O_2,403
DAPYAW_w_CO2_2H2O_3,403
DAPYAW_w_CO2_2H2O_5,403
DAWDAI_w_CO2_2H2O_1,219
DAWDAI_w_CO2_2H2O_2,219
DAWDAI_w_CO2_2H2O_3,219
ALULID_w_CO2_2H2O_random_1,181
ALULID_w_CO2_2H2O_random_2,181
DANZAV_charged_w_CO2_2H2O_random_1,441
DANZAV_charged_w_CO2_2H2O_random_2,441
AJOVEB_w_CO2_H2O_1,252
AJOVEB_w_CO2_H2O_2,252
AJOVEB_w_CO2_H2O_3,252
AJOVEB_w_CO2_H2O_4,252
AJOVEB_w_CO2_H2O_5,252
ALULID_w_CO2_H2O_2,178
ALULID_w_CO2_H2O_3,178
ALULID_w_CO2_H2O_5,178
ASEKAM_w_CO2_H2O_1,110
ASEKAM_w_CO2_H2O_2,110
BELVEV_charged_w_CO2_H2O_1,228
BELVEV_charged_w_CO2_H2O_2,228
BELVEV_charged_w_CO2_H2O_3,228
BELVEV_charged_w_CO2_H2O_4,228
BELVEV_charged_w_CO2_H2O_5,228
BELVEV_charged_w_CO2_H2O_6,228
BOKQEZ_w_CO2_H2O_2,184
BOKQEZ_w_CO2_H2O_3,184
BOKQEZ_w_CO2_H2O_4,184
BOKQEZ_w_CO2_H2O_5,184
BUYNAL_charged_w_CO2_H2O_1,153
BUYNAL_charged_w_CO2_H2O_2,153
BUYNAL_charged_w_CO2_H2O_3,153
BUYNAL_charged_w_CO2_H2O_4,153
BUYNAL_charged_w_CO2_H2O_5,153
CAPLOX_w_CO2_H2O_1,72
CAPLOX_w_CO2_H2O_2,72
CAPLOX_w_CO2_H2O_3,72
CAPLOX_w_CO2_H2O_4,72
CAPLOX_w_CO2_H2O_5,72
DANZAV_charged_w_CO2_H2O_1,438
DANZAV_charged_w_CO2_H2O_2,438
DANZAV_charged_w_CO2_H2O_3,438
DANZAV_charged_w_CO2_H2O_4,438
DANZAV_charged_w_CO2_H2O_5,438
DANZAV_charged_w_CO2_H2O_6,438
DANZAV_charged_w_CO2_H2O_7,438
DAPYAW_w_CO2_H2O_1,400
DAPYAW_w_CO2_H2O_2,400
DAPYAW_w_CO2_H2O_3,400
DAPYAW_w_CO2_H2O_4,400
DAPYAW_w_CO2_H2O_5,400
DAPYAW_w_CO2_H2O_6,400
DAPYAW_w_CO2_H2O_7,400
DAWDAI_w_CO2_H2O_1,216
DAWDAI_w_CO2_H2O_2,216
DAWDAI_w_CO2_H2O_3,216
DAWDAI_w_CO2_H2O_4,216
